id,company,educationLevel,employmentType,hiringEndAt,hiringStartAt,jobOpeningUrl,location,createdAt,maxExperienceYears,minExperienceYears,salary,title,viewCount,position,requiredSkills
2141,쿠팡플러스,박사,정규직,2025-03-15T17:06:09.551149,2025-02-20T17:06:09.551149,https://example.com/job/2141,창원,2025-02-20T17:06:09.551150,3,2,43000000,쿠팡플러스 QA 모집,1201,QA,"['Angular', 'Python', 'Django', 'GraphQL', 'Go', 'Docker']"
2142,농심,전문학사,프리랜서,2025-03-09T17:06:09.551154,2025-02-20T17:06:09.551154,https://example.com/job/2142,부산,2025-02-20T17:06:09.551155,4,1,43000000,농심 시스템 엔지니어 모집,4992,시스템 엔지니어,"['Azure', 'Firebase', 'GitLab', 'Swagger', 'Apache Solr', 'Hadoop', 'Kubernetes', 'Apache NiFi', 'Docker']"
2143,넥슨,석사,정규직,2025-03-06T17:06:09.551165,2025-02-20T17:06:09.551165,https://example.com/job/2143,광주,2025-02-20T17:06:09.551167,2,1,42000000,넥슨 Spring 개발자 모집,2203,Spring 개발자,"['AWS', 'Java', 'Terraform', 'Spring Boot', 'CI/CD', 'Cassandra']"
2144,롯데,무관,아르바이트,2025-03-11T17:06:09.551172,2025-02-20T17:06:09.551172,https://example.com/job/2144,대구,2025-02-20T17:06:09.551173,1,2,42000000,롯데 프론트엔드 개발자 모집,1863,프론트엔드 개발자,"['Azure', 'GitHub', 'PostgreSQL', 'React', 'MongoDB', 'Flask', 'JWT']"
2145,삼성SDS,고졸,정규직,2025-03-14T17:06:09.551177,2025-02-20T17:06:09.551177,https://example.com/job/2145,광주,2025-02-20T17:06:09.551178,1,0,40000000,삼성SDS 풀스택 모집,4000,풀스택,"['Azure', 'MySQL', 'Spring Boot', 'PostgreSQL', 'MongoDB', 'Flask', 'REST API', 'Go', 'Kubernetes']"
2146,카트라이더,석사,정규직,2025-03-18T17:06:09.551183,2025-02-20T17:06:09.551183,https://example.com/job/2146,인천,2025-02-20T17:06:09.551184,3,2,71000000,카트라이더 백엔드 개발자 모집,1671,백엔드 개발자,"['MySQL', 'CI/CD', 'Angular', 'REST API', 'Ruby on Rails', 'Go', 'Apache Camel']"
2147,쿠팡플러스,박사,계약직,2025-03-12T17:06:09.551188,2025-02-20T17:06:09.551188,https://example.com/job/2147,인천,2025-02-20T17:06:09.551190,1,1,56000000,쿠팡플러스 Spring 개발자 모집,452,Spring 개발자,"['Azure', 'Terraform', 'GitLab', 'Oracle DB', 'Python', 'Hadoop', 'OAuth', 'Go', 'Kubernetes']"
2148,코스모스,박사,정규직,2025-03-14T17:06:09.551194,2025-02-20T17:06:09.551194,https://example.com/job/2148,청주,2025-02-20T17:06:09.551195,4,2,39000000,코스모스 Node.js 개발자 모집,3305,Node.js 개발자,"['AWS', 'Spring Boot', 'SQLite', 'Ruby on Rails', 'Spark', 'Go']"
2149,롯데,박사,정규직,2025-03-10T17:06:09.551199,2025-02-20T17:06:09.551199,https://example.com/job/2149,부산,2025-02-20T17:06:09.551201,4,1,45000000,롯데 백엔드 개발자 모집,3350,백엔드 개발자,"['Angular', 'Redis', 'Swagger', 'Oracle DB', 'SQLite', 'REST API', 'Apache Solr']"
2150,피지컬갤러리,무관,정규직,2025-03-08T17:06:09.551205,2025-02-20T17:06:09.551205,https://example.com/job/2150,수원,2025-02-20T17:06:09.551206,5,1,46000000,피지컬갤러리 백엔드 개발자 모집,4276,백엔드 개발자,"['Git', 'Java', 'Firebase', 'Elasticsearch', 'Django', 'Go', 'Kubernetes', 'Docker', 'Apache NiFi']"
2151,삼성전기,무관,정규직,2025-03-04T17:06:09.551210,2025-02-20T17:06:09.551210,https://example.com/job/2151,울산,2025-02-20T17:06:09.551212,1,2,66000000,삼성전기 백엔드 개발자 모집,703,백엔드 개발자,"['Jenkins', 'Firebase', 'GitHub', 'Spring Boot', 'CI/CD', 'Cassandra', 'SQLite', 'GraphQL', 'Flask']"
2152,11번가,석사,아르바이트,2025-03-13T17:06:09.551216,2025-02-20T17:06:09.551216,https://example.com/job/2152,부산,2025-02-20T17:06:09.551218,3,1,48000000,11번가 프론트엔드 개발자 모집,3839,프론트엔드 개발자,"['GitHub', 'Kafka', 'MongoDB', 'Cassandra', 'Python', 'SQLite', 'Django']"
2153,네오위즈,전문학사,정규직,2025-03-11T17:06:09.551222,2025-02-20T17:06:09.551222,https://example.com/job/2153,창원,2025-02-20T17:06:09.551223,4,2,62000000,네오위즈 데브옵스 엔지니어 모집,3014,데브옵스 엔지니어,"['Jenkins', 'Spring Boot', 'React', 'MongoDB', 'Vue.js', 'Django', 'Go', 'JWT', 'Apache Camel']"
2154,라인플러스,학사,계약직,2025-03-20T17:06:09.551228,2025-02-20T17:06:09.551228,https://example.com/job/2154,울산,2025-02-20T17:06:09.551229,5,0,42000000,라인플러스 Spring 개발자 모집,4869,Spring 개발자,"['Jenkins', 'Java', 'GitLab', 'JUnit', 'Angular', 'Node.js', 'Oracle DB', 'REST API', 'JWT', 'Apache Camel']"
2155,배달의민족,석사,인턴,2025-02-28T17:06:09.551233,2025-02-20T17:06:09.551233,https://example.com/job/2155,인천,2025-02-20T17:06:09.551234,5,2,35000000,배달의민족 Spring 개발자 모집,1756,Spring 개발자,"['AWS', 'Jenkins', 'React', 'MongoDB', 'Vue.js', 'Cassandra', 'Hadoop', 'Go', 'Apache NiFi']"
2156,롯데쇼핑,박사,정규직,2025-03-19T17:06:09.551239,2025-02-20T17:06:09.551239,https://example.com/job/2156,청주,2025-02-20T17:06:09.551240,3,1,39000000,롯데쇼핑 웹 애플리케이션 개발자 모집,2156,웹 애플리케이션 개발자,"['Java', 'MySQL', 'Cassandra', 'Mockito', 'Python', 'Apache Solr', 'Spark']"
2157,부릉,학사,인턴,2025-03-01T17:06:09.551244,2025-02-20T17:06:09.551244,https://example.com/job/2157,인천,2025-02-20T17:06:09.551245,3,2,57000000,부릉 백엔드 개발자 모집,2500,백엔드 개발자,"['GitHub', 'Vue.js', 'Python', 'Flask', 'Apache Solr', 'JWT', 'Go']"
2158,애경,무관,정규직,2025-03-16T17:06:09.551249,2025-02-20T17:06:09.551249,https://example.com/job/2158,대구,2025-02-20T17:06:09.551250,1,2,34000000,애경 Java 개발자 모집,2169,Java 개발자,"['Azure', 'CI/CD', 'Node.js', 'Swagger', 'SQLite', 'REST API', 'Kubernetes', 'Docker']"
2159,LG디스플레이,무관,인턴,2025-03-10T17:06:09.551255,2025-02-20T17:06:09.551255,https://example.com/job/2159,울산,2025-02-20T17:06:09.551256,3,1,62000000,LG디스플레이 풀스택 모집,2382,풀스택,"['Swagger', 'Apache Solr', 'JWT', 'Spark', 'Apache NiFi']"
2160,게임빌,석사,아르바이트,2025-02-28T17:06:09.551261,2025-02-20T17:06:09.551261,https://example.com/job/2160,인천,2025-02-20T17:06:09.551263,3,2,56000000,게임빌 데이터 엔지니어 모집,1266,데이터 엔지니어,"['Bitbucket', 'Spring Boot', 'Cassandra', 'Python', 'Apache Camel']"
2161,유한양행,무관,인턴,2025-03-01T17:06:09.551267,2025-02-20T17:06:09.551267,https://example.com/job/2161,인천,2025-02-20T17:06:09.551268,1,2,34000000,유한양행 클라우드 엔지니어 모집,10,클라우드 엔지니어,"['GitHub', 'CI/CD', 'JUnit', 'Mockito', 'Python', 'Apache Solr', 'Kubernetes', 'Docker']"
2162,티몬,전문학사,아르바이트,2025-03-08T17:06:09.551272,2025-02-20T17:06:09.551272,https://example.com/job/2162,울산,2025-02-20T17:06:09.551273,1,2,63000000,티몬 데이터베이스 관리자(DBA) 모집,3000,데이터베이스 관리자(DBA),"['Bitbucket', 'TestNG', 'Hadoop', 'Ruby on Rails', 'JWT']"
2163,넷마블,고졸,정규직,2025-03-16T17:06:09.551278,2025-02-20T17:06:09.551278,https://example.com/job/2163,부산,2025-02-20T17:06:09.551279,5,2,63000000,넷마블 데이터베이스 관리자(DBA) 모집,4699,데이터베이스 관리자(DBA),"['Jenkins', 'Git', 'Firebase', 'TestNG', 'Swagger', 'Django', 'Kubernetes', 'Apache NiFi']"
2164,LG화학,무관,정규직,2025-03-22T17:06:09.551284,2025-02-20T17:06:09.551284,https://example.com/job/2164,울산,2025-02-20T17:06:09.551285,2,1,40000000,LG화학 풀스택 모집,2777,풀스택,"['Java', 'GitLab', 'Oracle DB', 'GraphQL', 'Spark']"
2165,셀트리온헬스케어,고졸,정규직,2025-03-18T17:06:09.551290,2025-02-20T17:06:09.551290,https://example.com/job/2165,광주,2025-02-20T17:06:09.551291,4,1,44000000,셀트리온헬스케어 Spring 개발자 모집,3987,Spring 개발자,"['CI/CD', 'Vue.js', 'TestNG', 'Swagger', 'Apache Solr', 'Kubernetes', 'Docker']"
2166,유한양행,무관,정규직,2025-03-22T17:06:09.551296,2025-02-20T17:06:09.551296,https://example.com/job/2166,인천,2025-02-20T17:06:09.551297,5,2,65000000,유한양행 QA 모집,2381,QA,"['AWS', 'GitHub', 'Apache Solr', 'Flask', 'Ruby on Rails', 'Hadoop', 'Spark', 'JWT']"
2167,반도건설,무관,정규직,2025-03-09T17:06:09.551302,2025-02-20T17:06:09.551302,https://example.com/job/2167,울산,2025-02-20T17:06:09.551303,1,1,52000000,반도건설 시스템 엔지니어 모집,2257,시스템 엔지니어,"['Terraform', 'Bitbucket', 'Spring Boot', 'React', 'Redis', 'Python', 'SQLite', 'Django', 'Go']"
2168,우리은행,고졸,정규직,2025-02-28T17:06:09.551307,2025-02-20T17:06:09.551307,https://example.com/job/2168,서울,2025-02-20T17:06:09.551308,3,0,56000000,우리은행 데이터베이스 관리자(DBA) 모집,939,데이터베이스 관리자(DBA),"['Azure', 'GitHub', 'Bitbucket', 'Angular', 'JUnit', 'Vue.js', 'GraphQL', 'Flask', 'Docker']"
2169,링크드인,학사,정규직,2025-03-09T17:06:09.551314,2025-02-20T17:06:09.551314,https://example.com/job/2169,창원,2025-02-20T17:06:09.551315,5,0,48000000,링크드인 Node.js 개발자 모집,271,Node.js 개발자,"['Bitbucket', 'MySQL', 'Oracle DB', 'JWT', 'Apache NiFi']"
2170,CJ,석사,정규직,2025-02-27T17:06:09.551319,2025-02-20T17:06:09.551319,https://example.com/job/2170,부산,2025-02-20T17:06:09.551320,1,0,35000000,CJ 프론트엔드 개발자 모집,1611,프론트엔드 개발자,"['Kafka', 'TestNG', 'Hadoop', 'JWT', 'Spark']"
2171,아시아나항공,전문학사,정규직,2025-03-07T17:06:09.551325,2025-02-20T17:06:09.551325,https://example.com/job/2171,수원,2025-02-20T17:06:09.551326,1,0,43000000,아시아나항공 Node.js 개발자 모집,4090,Node.js 개발자,"['Firebase', 'GitHub', 'GitLab', 'Bitbucket', 'PostgreSQL', 'SQLite', 'Flask', 'Ruby on Rails', 'Docker']"
2172,구글,학사,정규직,2025-03-08T17:06:09.551336,2025-02-20T17:06:09.551336,https://example.com/job/2172,광주,2025-02-20T17:06:09.551337,2,1,49000000,구글 클라우드 엔지니어 모집,2788,클라우드 엔지니어,"['Terraform', 'PostgreSQL', 'JUnit', 'TestNG', 'Vue.js', 'Python', 'Django', 'REST API', 'Kubernetes', 'Apache Camel']"
2173,모비스,박사,정규직,2025-03-08T17:06:09.551341,2025-02-20T17:06:09.551341,https://example.com/job/2173,수원,2025-02-20T17:06:09.551343,5,2,52000000,모비스 데브옵스 엔지니어 모집,4375,데브옵스 엔지니어,"['Jenkins', 'Azure', 'Spring Boot', 'MySQL', 'Hadoop', 'Docker']"
2174,신세계,전문학사,정규직,2025-03-01T17:06:09.551347,2025-02-20T17:06:09.551347,https://example.com/job/2174,인천,2025-02-20T17:06:09.551348,4,1,40000000,신세계 웹 애플리케이션 개발자 모집,156,웹 애플리케이션 개발자,"['Java', 'GitLab', 'Angular', 'Mockito', 'Swagger', 'Oracle DB', 'SQLite', 'Apache Solr', 'Kubernetes']"
2175,신세계,석사,정규직,2025-03-16T17:06:09.551353,2025-02-20T17:06:09.551353,https://example.com/job/2175,광주,2025-02-20T17:06:09.551354,2,0,50000000,신세계 프론트엔드 개발자 모집,4083,프론트엔드 개발자,"['TestNG', 'Node.js', 'Swagger', 'GraphQL', 'Apache Solr', 'REST API', 'Spark']"
2176,마이크로소프트,학사,정규직,2025-03-14T17:06:09.551358,2025-02-20T17:06:09.551358,https://example.com/job/2176,대구,2025-02-20T17:06:09.551360,2,2,66000000,마이크로소프트 Spring 개발자 모집,1350,Spring 개발자,"['Git', 'Spring Boot', 'JUnit', 'Redis', 'TestNG', 'Apache NiFi']"
2177,광주은행,고졸,프리랜서,2025-03-08T17:06:09.551364,2025-02-20T17:06:09.551364,https://example.com/job/2177,인천,2025-02-20T17:06:09.551365,4,1,45000000,광주은행 백엔드 개발자 모집,145,백엔드 개발자,"['Firebase', 'Elasticsearch', 'Bitbucket', 'CI/CD', 'Mockito', 'SQLite', 'REST API', 'Apache NiFi']"
2178,당근마켓,무관,정규직,2025-03-15T17:06:09.551370,2025-02-20T17:06:09.551370,https://example.com/job/2178,창원,2025-02-20T17:06:09.551371,1,1,51000000,당근마켓 Node.js 개발자 모집,973,Node.js 개발자,"['Terraform', 'Elasticsearch', 'MySQL', 'MongoDB', 'Redis', 'Node.js', 'SQLite', 'Flask']"
2179,카카오뱅크,박사,계약직,2025-03-20T17:06:09.551376,2025-02-20T17:06:09.551376,https://example.com/job/2179,수원,2025-02-20T17:06:09.551377,1,1,34000000,카카오뱅크 풀스택 모집,1952,풀스택,"['GitHub', 'Spring Boot', 'CI/CD', 'MongoDB', 'Vue.js', 'Redis', 'Node.js', 'Kubernetes']"
2180,넥슨,박사,아르바이트,2025-03-16T17:06:09.551381,2025-02-20T17:06:09.551381,https://example.com/job/2180,서울,2025-02-20T17:06:09.551382,4,0,64000000,넥슨 데브옵스 엔지니어 모집,4219,데브옵스 엔지니어,"['Elasticsearch', 'Redis', 'Python', 'SQLite', 'JWT']"
2181,한국타이어,학사,정규직,2025-03-14T17:06:09.551387,2025-02-20T17:06:09.551387,https://example.com/job/2181,창원,2025-02-20T17:06:09.551388,2,2,43000000,한국타이어 파이썬 개발자 모집,4578,파이썬 개발자,"['Kafka', 'GitLab', 'Python', 'GraphQL', 'REST API', 'Ruby on Rails', 'Apache NiFi']"
2182,카페24,석사,인턴,2025-03-07T17:06:09.551392,2025-02-20T17:06:09.551392,https://example.com/job/2182,청주,2025-02-20T17:06:09.551393,1,0,39000000,카페24 백엔드 개발자 모집,4830,백엔드 개발자,"['Azure', 'Elasticsearch', 'JUnit', 'Cassandra', 'Oracle DB', 'Swagger', 'JWT']"
2183,부릉,무관,정규직,2025-03-12T17:06:09.551398,2025-02-20T17:06:09.551398,https://example.com/job/2183,청주,2025-02-20T17:06:09.551399,4,1,43000000,부릉 파이썬 개발자 모집,2533,파이썬 개발자,"['Firebase', 'Elasticsearch', 'PostgreSQL', 'GraphQL', 'Spark', 'Apache Camel']"
2184,티몬,학사,정규직,2025-02-28T17:06:09.551403,2025-02-20T17:06:09.551403,https://example.com/job/2184,부산,2025-02-20T17:06:09.551404,1,2,36000000,티몬 자바스크립트 개발자 모집,1763,자바스크립트 개발자,"['Jenkins', 'CI/CD', 'Vue.js', 'Oracle DB', 'Django', 'Hadoop']"
2185,스마일게이트,박사,정규직,2025-03-06T17:06:09.551408,2025-02-20T17:06:09.551408,https://example.com/job/2185,부산,2025-02-20T17:06:09.551410,4,2,40000000,스마일게이트 데브옵스 엔지니어 모집,1697,데브옵스 엔지니어,"['Git', 'GitHub', 'Redis', 'Mockito', 'Spark']"
2186,패스트파이브,고졸,정규직,2025-03-16T17:06:09.551414,2025-02-20T17:06:09.551414,https://example.com/job/2186,수원,2025-02-20T17:06:09.551415,2,0,39000000,패스트파이브 시스템 엔지니어 모집,2677,시스템 엔지니어,"['GitHub', 'Elasticsearch', 'Mockito', 'Spark', 'Docker']"
2187,로젠택배,박사,정규직,2025-03-07T17:06:09.551420,2025-02-20T17:06:09.551420,https://example.com/job/2187,인천,2025-02-20T17:06:09.551421,5,1,36000000,로젠택배 Java 개발자 모집,804,Java 개발자,"['Azure', 'JUnit', 'OAuth', 'Ruby on Rails', 'Spark']"
2188,우리은행,고졸,정규직,2025-03-08T17:06:09.551425,2025-02-20T17:06:09.551425,https://example.com/job/2188,청주,2025-02-20T17:06:09.551520,4,2,35000000,우리은행 데이터 엔지니어 모집,1216,데이터 엔지니어,"['Kafka', 'Firebase', 'Redis', 'Python', 'GraphQL', 'Flask', 'Apache NiFi']"
2189,필립스,학사,정규직,2025-03-11T17:06:09.551525,2025-02-20T17:06:09.551525,https://example.com/job/2189,인천,2025-02-20T17:06:09.551535,2,0,39000000,필립스 파이썬 개발자 모집,4022,파이썬 개발자,"['GitHub', 'Bitbucket', 'React', 'CI/CD', 'Node.js', 'Oracle DB', 'SQLite', 'Apache Solr']"
2190,이마트,전문학사,정규직,2025-03-17T17:06:09.551540,2025-02-20T17:06:09.551540,https://example.com/job/2190,울산,2025-02-20T17:06:09.551542,5,1,38000000,이마트 Node.js 개발자 모집,4936,Node.js 개발자,"['Bitbucket', 'CI/CD', 'Mockito', 'Node.js', 'REST API', 'Flask', 'Ruby on Rails']"
2191,유한양행,학사,계약직,2025-03-20T17:06:09.551546,2025-02-20T17:06:09.551546,https://example.com/job/2191,창원,2025-02-20T17:06:09.551548,5,1,48000000,유한양행 Node.js 개발자 모집,3796,Node.js 개발자,"['Java', 'Bitbucket', 'CI/CD', 'PostgreSQL', 'React', 'Redis', 'Node.js', 'Swagger', 'Apache NiFi', 'Docker']"
2192,게임빌,학사,정규직,2025-03-07T17:06:09.551552,2025-02-20T17:06:09.551552,https://example.com/job/2192,부산,2025-02-20T17:06:09.551554,1,2,70000000,게임빌 클라우드 엔지니어 모집,1851,클라우드 엔지니어,"['Git', 'Spring Boot', 'Bitbucket', 'PostgreSQL', 'Vue.js', 'Swagger', 'Python', 'Hadoop']"
2193,카페24,박사,정규직,2025-03-15T17:06:09.551558,2025-02-20T17:06:09.551558,https://example.com/job/2193,대구,2025-02-20T17:06:09.551559,1,0,38000000,카페24 클라우드 엔지니어 모집,813,클라우드 엔지니어,"['Jenkins', 'AWS', 'Git', 'Java', 'Redis', 'Node.js', 'Flask', 'Hadoop', 'OAuth']"
2194,메리츠화재,박사,정규직,2025-03-12T17:06:09.551564,2025-02-20T17:06:09.551564,https://example.com/job/2194,서울,2025-02-20T17:06:09.551565,2,1,41000000,메리츠화재 풀스택 모집,3729,풀스택,"['AWS', 'Azure', 'JUnit', 'Redis', 'Vue.js', 'JWT', 'Apache Camel', 'Kubernetes']"
2195,카카오뱅크,무관,정규직,2025-03-21T17:06:09.551570,2025-02-20T17:06:09.551570,https://example.com/job/2195,청주,2025-02-20T17:06:09.551571,2,2,38000000,카카오뱅크 클라우드 엔지니어 모집,1689,클라우드 엔지니어,"['Bitbucket', 'TestNG', 'Vue.js', 'Python', 'Hadoop', 'OAuth']"
2196,에어비앤비,석사,정규직,2025-03-18T17:06:09.551575,2025-02-20T17:06:09.551575,https://example.com/job/2196,부산,2025-02-20T17:06:09.551576,1,1,40000000,에어비앤비 클라우드 엔지니어 모집,1239,클라우드 엔지니어,"['Java', 'Kafka', 'GitLab', 'React', 'Angular', 'MongoDB', 'Cassandra', 'GraphQL', 'Apache Solr']"
2197,삼성생명,전문학사,정규직,2025-03-12T17:06:09.551581,2025-02-20T17:06:09.551581,https://example.com/job/2197,인천,2025-02-20T17:06:09.551588,5,0,57000000,삼성생명 프론트엔드 개발자 모집,703,프론트엔드 개발자,"['Kafka', 'PostgreSQL', 'CI/CD', 'Redis', 'Vue.js', 'Swagger', 'Oracle DB', 'Flask', 'Ruby on Rails']"
2198,넥스트레벨,고졸,프리랜서,2025-03-19T17:06:09.551592,2025-02-20T17:06:09.551592,https://example.com/job/2198,인천,2025-02-20T17:06:09.551594,1,2,41000000,넥스트레벨 파이썬 개발자 모집,989,파이썬 개발자,"['AWS', 'Git', 'Elasticsearch', 'Django', 'Docker']"
2199,KT,전문학사,계약직,2025-03-18T17:06:09.551598,2025-02-20T17:06:09.551598,https://example.com/job/2199,수원,2025-02-20T17:06:09.551599,2,1,61000000,KT 시스템 엔지니어 모집,1853,시스템 엔지니어,"['Terraform', 'TestNG', 'Vue.js', 'Node.js', 'Python', 'SQLite', 'REST API', 'Ruby on Rails', 'Docker']"
2200,광주은행,고졸,정규직,2025-03-11T17:06:09.551611,2025-02-20T17:06:09.551611,https://example.com/job/2200,대전,2025-02-20T17:06:09.551613,1,1,42000000,광주은행 클라우드 엔지니어 모집,1726,클라우드 엔지니어,"['Kafka', 'GitLab', 'CI/CD', 'MongoDB', 'Swagger', 'Go', 'Spark']"
2201,컴투스,무관,아르바이트,2025-03-10T17:06:09.551617,2025-02-20T17:06:09.551617,https://example.com/job/2201,울산,2025-02-20T17:06:09.551618,3,1,44000000,컴투스 백엔드 개발자 모집,1759,백엔드 개발자,"['Terraform', 'PostgreSQL', 'Angular', 'JUnit', 'Ruby on Rails', 'Spark', 'Apache NiFi']"
2202,삼성생명,박사,정규직,2025-03-02T17:06:09.551623,2025-02-20T17:06:09.551623,https://example.com/job/2202,수원,2025-02-20T17:06:09.551625,4,0,44000000,삼성생명 데이터 엔지니어 모집,4165,데이터 엔지니어,"['Git', 'Firebase', 'Terraform', 'React', 'Angular', 'Vue.js', 'Apache Solr', 'Ruby on Rails', 'JWT', 'Go']"
2203,삼성SDS,전문학사,인턴,2025-03-01T17:06:09.551629,2025-02-20T17:06:09.551629,https://example.com/job/2203,청주,2025-02-20T17:06:09.551631,5,0,69000000,삼성SDS 풀스택 모집,1853,풀스택,"['AWS', 'Jenkins', 'Azure', 'Elasticsearch', 'Spring Boot', 'PostgreSQL', 'Vue.js', 'Hadoop', 'Spark', 'Apache NiFi']"
2204,윙크,전문학사,프리랜서,2025-02-27T17:06:09.551635,2025-02-20T17:06:09.551635,https://example.com/job/2204,창원,2025-02-20T17:06:09.551636,2,2,42000000,윙크 웹 애플리케이션 개발자 모집,3001,웹 애플리케이션 개발자,"['AWS', 'Elasticsearch', 'MySQL', 'Swagger', 'Python', 'Apache Solr', 'OAuth', 'Kubernetes']"
2205,피자헛,학사,계약직,2025-03-19T17:06:09.551641,2025-02-20T17:06:09.551641,https://example.com/job/2205,청주,2025-02-20T17:06:09.551642,4,1,41000000,피자헛 데이터베이스 관리자(DBA) 모집,4453,데이터베이스 관리자(DBA),"['Jenkins', 'Azure', 'MySQL', 'CI/CD', 'Oracle DB', 'Python', 'REST API', 'Ruby on Rails', 'Docker']"
2206,현대백화점,무관,정규직,2025-03-05T17:06:09.551646,2025-02-20T17:06:09.551646,https://example.com/job/2206,대전,2025-02-20T17:06:09.551647,2,0,43000000,현대백화점 데브옵스 엔지니어 모집,1165,데브옵스 엔지니어,"['GitLab', 'Terraform', 'Angular', 'Vue.js', 'Cassandra', 'Swagger', 'Hadoop', 'Apache Camel']"
2207,브랜디,고졸,정규직,2025-03-18T17:06:09.551652,2025-02-20T17:06:09.551652,https://example.com/job/2207,수원,2025-02-20T17:06:09.551653,1,1,61000000,브랜디 시스템 엔지니어 모집,898,시스템 엔지니어,"['Azure', 'GitHub', 'MySQL', 'React', 'OAuth', 'Ruby on Rails']"
2208,기아,고졸,정규직,2025-02-27T17:06:09.551657,2025-02-20T17:06:09.551657,https://example.com/job/2208,인천,2025-02-20T17:06:09.551658,1,1,35000000,기아 QA 모집,1225,QA,"['Git', 'Terraform', 'Bitbucket', 'CI/CD', 'Oracle DB', 'Ruby on Rails']"
2209,피자헛,고졸,정규직,2025-03-02T17:06:09.551663,2025-02-20T17:06:09.551663,https://example.com/job/2209,대전,2025-02-20T17:06:09.551664,3,2,49000000,피자헛 데이터베이스 관리자(DBA) 모집,743,데이터베이스 관리자(DBA),"['Terraform', 'MySQL', 'Python', 'Swagger', 'SQLite', 'Spark', 'Apache Camel']"
2210,브라운백,박사,프리랜서,2025-03-04T17:06:09.551669,2025-02-20T17:06:09.551669,https://example.com/job/2210,대구,2025-02-20T17:06:09.551670,5,1,41000000,브라운백 파이썬 개발자 모집,1569,파이썬 개발자,"['Java', 'GitHub', 'JUnit', 'Swagger', 'GraphQL', 'Go', 'Spark']"
2211,링크드인,석사,정규직,2025-03-12T17:06:09.551675,2025-02-20T17:06:09.551675,https://example.com/job/2211,인천,2025-02-20T17:06:09.551676,1,2,39000000,링크드인 QA 모집,2937,QA,"['Firebase', 'React', 'Vue.js', 'Apache Solr', 'Docker']"
2212,카카오,무관,정규직,2025-02-28T17:06:09.551680,2025-02-20T17:06:09.551680,https://example.com/job/2212,인천,2025-02-20T17:06:09.551681,5,1,49000000,카카오 프론트엔드 개발자 모집,4884,프론트엔드 개발자,"['Azure', 'Java', 'Git', 'GitHub', 'Django', 'OAuth', 'Ruby on Rails']"
2213,아시아나항공,석사,정규직,2025-03-10T17:06:09.551686,2025-02-20T17:06:09.551686,https://example.com/job/2213,부산,2025-02-20T17:06:09.551687,1,1,34000000,아시아나항공 백엔드 개발자 모집,1310,백엔드 개발자,"['Git', 'Kafka', 'React', 'Node.js', 'Kubernetes']"
2214,토스뱅크,전문학사,정규직,2025-03-09T17:06:09.551691,2025-02-20T17:06:09.551691,https://example.com/job/2214,광주,2025-02-20T17:06:09.551692,1,2,56000000,토스뱅크 자바스크립트 개발자 모집,1414,자바스크립트 개발자,"['AWS', 'Firebase', 'Bitbucket', 'MongoDB', 'Swagger', 'Docker']"
2215,타이탄,박사,계약직,2025-03-17T17:06:09.551697,2025-02-20T17:06:09.551697,https://example.com/job/2215,대구,2025-02-20T17:06:09.551698,3,0,42000000,타이탄 백엔드 개발자 모집,1911,백엔드 개발자,"['Elasticsearch', 'Spring Boot', 'Cassandra', 'Swagger', 'Django', 'Kubernetes']"
2216,올리브영,학사,정규직,2025-02-27T17:06:09.551702,2025-02-20T17:06:09.551702,https://example.com/job/2216,수원,2025-02-20T17:06:09.551704,2,0,37000000,올리브영 Node.js 개발자 모집,623,Node.js 개발자,"['MySQL', 'Bitbucket', 'Spring Boot', 'CI/CD', 'Flask', 'Docker']"
2217,모두의연애,석사,아르바이트,2025-03-02T17:06:09.551712,2025-02-20T17:06:09.551712,https://example.com/job/2217,창원,2025-02-20T17:06:09.551714,1,1,38000000,모두의연애 웹 애플리케이션 개발자 모집,4337,웹 애플리케이션 개발자,"['AWS', 'Git', 'GitLab', 'PostgreSQL', 'JUnit', 'Node.js', 'Django', 'Ruby on Rails', 'JWT']"
2218,AIG손해보험,박사,계약직,2025-03-05T17:06:09.551718,2025-02-20T17:06:09.551718,https://example.com/job/2218,인천,2025-02-20T17:06:09.551719,2,1,68000000,AIG손해보험 백엔드 개발자 모집,2974,백엔드 개발자,"['MySQL', 'PostgreSQL', 'CI/CD', 'Angular', 'JUnit', 'Cassandra', 'Mockito', 'Go']"
2219,애드테크,전문학사,정규직,2025-03-17T17:06:09.551724,2025-02-20T17:06:09.551724,https://example.com/job/2219,대전,2025-02-20T17:06:09.551726,1,2,52000000,애드테크 Java 개발자 모집,3960,Java 개발자,"['Jenkins', 'Angular', 'Mockito', 'Node.js', 'SQLite', 'Flask', 'Hadoop', 'JWT']"
2220,왓챠,박사,아르바이트,2025-03-15T17:06:09.551730,2025-02-20T17:06:09.551730,https://example.com/job/2220,대구,2025-02-20T17:06:09.551731,2,1,62000000,왓챠 데브옵스 엔지니어 모집,2823,데브옵스 엔지니어,"['Java', 'Terraform', 'PostgreSQL', 'Vue.js', 'Oracle DB', 'SQLite', 'OAuth']"
